date,absv_850_绝对涡度,clwmr_850_云水混合比,gh_850_位势高度,r_850_相对湿度,q_850_比湿,t_850_温度,u_850_纬向风速,v_850_经向风速,w_850_垂直风速,absv_500_绝对涡度,clwmr_500_云水混合比,gh_500_位势高度,r_500_相对湿度,q_500_比湿,t_500_温度,u_500_纬向风速,v_500_经向风速,w_500_垂直风速,o3mr_臭氧混合比,lftx4_4层最佳抬升指数,cape_对流有效能,cin_对流抑制能,gh_surface_位势高度,lftx_surface_地面抬升指数,surface_pressure_地面气压,pressure_气压,t_surface_温度,u_surface_纬向风速,v_surface_经向风速,vertical_wind_shear_垂直速度切变,OT
2021-07-01 00:00:00,-0.50767595,-0.16430175,0.17181322,-2.5700512,-2.7270868,-0.6927098,-0.7029849,-0.18406022,0.16533768,0.022531228,-0.27452648,0.14427711,0.65867233,0.7210532,0.37465212,-1.332992,-0.6484182,0.32758546,-0.30602545,3.0017478,-1.7995832,0.36396214,0.9827273,3.0258224,0.6132088,-0.7196121,-0.89226544,-2.2430623,0.22093222,0.3054531,-0.36875874
2021-07-01 06:00:00,-0.47983256,6.83392,0.050060883,1.4624307,0.2859362,-3.4818053,-0.39035293,0.2964062,0.28429618,0.15299186,-0.27452648,-0.3163139,1.0122546,0.8197131,-0.60541415,-0.99748933,0.00675287,-0.06571554,-0.29806048,1.2045866,-1.4818492,0.33372217,0.9422665,1.2041523,0.46511033,-0.70585203,-0.8769535,-2.3554218,0.33400965,-0.5874256,-0.3975945
2021-07-01 12:00:00,0.58623695,-0.15668178,-0.019367734,-2.506747,-2.6872864,-0.904735,0.14343163,0.43777516,0.32906252,0.18126056,-0.27452648,-0.39225522,0.7001336,0.46124873,-0.8717956,-0.5750714,0.045204345,0.1979024,-0.17941663,1.5823699,-1.7504272,-3.8623881,0.5525985,1.5987475,0.36827737,-0.48091495,-0.54946893,-2.215418,-0.18720944,0.45840782,-0.14403616
2021-07-01 18:00:00,-0.8392769,-0.18235135,0.27945146,0.09311086,-0.37269288,-1.6990254,0.23498449,0.20490618,0.36446336,0.09408152,-0.27452648,-0.17015366,0.11511634,0.042765863,-0.51661134,-0.5317524,-0.1767448,0.29152146,-0.24165718,0.67589,-0.82581896,0.3146216,0.62791646,0.63913804,0.52834255,-0.53537893,-0.6175956,-1.998144,0.25389892,0.4830465,-0.39349544
2021-07-02 00:00:00,-0.6792898,-0.15909849,-0.05626922,-0.21171232,-0.5283208,-1.1990436,0.104829445,0.3391025,0.7930142,0.3547741,-0.27452648,-0.2970296,-0.20031768,-0.1800422,0.19375725,-0.54669863,0.2625394,0.33829376,-0.14545946,0.69573605,-0.5879254,0.38133025,0.35456106,0.6452417,0.142736,-0.35301453,-0.3573556,-1.539351,0.0035227574,1.3625808,-0.31560045
2021-07-02 06:00:00,-0.6045036,-0.19569519,-0.1426912,-1.0202241,-1.2628728,-0.9125581,0.49417013,0.53854185,0.39420912,0.039514948,-0.27452648,-0.6488209,-0.5802101,-0.554906,0.1049544,-0.18130726,0.6801867,0.39240912,-0.09557558,0.9930286,-0.6695919,0.43524322,0.2903011,0.8998882,0.09026055,-0.3234814,-0.32089615,-1.5653889,0.37119204,1.0610758,-0.29674625
2021-07-02 12:00:00,-0.7695429,-0.16569968,-0.059267275,-1.4468403,-1.564316,-0.35169077,0.546466,0.49703532,0.5027075,0.07861742,-0.27452648,-0.5359041,-0.9565655,-0.9663286,-0.2502299,-0.017733214,0.21975338,0.17930713,0.007793331,0.4875059,-0.19632502,0.44757584,0.27134642,0.4031102,0.1288629,-0.31189904,-0.3595596,-1.6391461,0.8572864,0.6233988,-0.39277738
2021-07-02 18:00:00,-0.7805319,-0.16569968,-0.23304376,-0.10435205,-0.10426346,0.008190284,0.77795494,0.9155683,0.5448548,-0.083316065,-0.26254076,-0.41861513,-0.65271884,-0.6812157,-0.16139993,0.009422875,0.6239857,0.57643485,0.047040842,-0.43044394,1.1085005,0.31287286,-0.43145576,-0.4907215,-0.20973304,0.2046793,0.457019,-0.60713357,1.1775086,0.28062475,-0.40726835
2021-07-03 00:00:00,-1.0436395,-0.15859269,-0.51497585,-0.056871817,0.19589615,0.82365215,1.1321049,1.6315374,0.5464639,-0.021863427,-0.27452648,-0.48824686,-0.47891006,-0.5412143,-0.6053871,0.38082838,0.94272804,0.18674667,0.21202974,-1.6298726,2.2956016,0.4112527,-2.0990527,-1.6761985,-0.6567479,1.8311385,2.4582975,-0.24541079,0.37817925,0.080957465,0.56140107
2021-07-03 06:00:00,-0.99703234,-0.17445472,-0.7834595,0.29130167,0.72869325,1.3482727,1.5051907,1.851103,0.41553697,-0.6796431,-0.27912927,-0.70046175,0.39693302,0.26146227,-0.6809928,0.6320739,2.1192012,0.12405562,0.20820658,-1.8374295,2.1448586,0.36861333,0.65476155,-1.8430264,-0.9928208,-0.53672653,-0.7846468,0.038454182,-1.1906142,-1.0788485,-0.40726835
