date,absv_850_绝对涡度,clwmr_850_云水混合比,gh_850_位势高度,r_850_相对湿度,q_850_比湿,t_850_温度,u_850_纬向风速,v_850_经向风速,w_850_垂直风速,absv_500_绝对涡度,clwmr_500_云水混合比,gh_500_位势高度,r_500_相对湿度,q_500_比湿,t_500_温度,u_500_纬向风速,v_500_经向风速,w_500_垂直风速,o3mr_臭氧混合比,lftx4_4层最佳抬升指数,cape_对流有效能,cin_对流抑制能,gh_surface_位势高度,lftx_surface_地面抬升指数,surface_pressure_地面气压,pressure_气压,t_surface_温度,u_surface_纬向风速,v_surface_经向风速,vertical_wind_shear_垂直速度切变,OT
2021-07-01 00:00:00,-0.51098835,-0.16290116,0.19471261,-2.5981507,-2.7270868,-0.6927098,-0.7029849,-0.1792383,0.15387979,0.025230214,-0.27452648,0.13405037,0.6489877,0.7210532,0.37136292,-1.3536651,-0.6484182,0.32758546,-0.34324196,3.0017478,-1.7995832,0.37069374,0.9758664,3.0367537,0.59713703,-0.7130667,-0.89226544,-2.2866528,0.21659225,0.31042862,-0.385918
2021-07-01 06:00:00,-0.4857346,6.7917843,0.050060883,1.4450845,0.2866354,-3.510622,-0.39035293,0.2964062,0.27039394,0.16048646,-0.27452648,-0.3040952,0.9873622,0.8197131,-0.60541415,-1.0049177,0.00675287,-0.058750033,-0.30968592,1.2091557,-1.4823948,0.32374358,0.9361805,1.2250662,0.46905312,-0.7119238,-0.89069545,-2.3665175,0.33400965,-0.56427026,-0.40726835
2021-07-01 12:00:00,0.61483747,-0.16808228,-0.018343138,-2.5376546,-2.6744664,-0.86956006,0.14343163,0.43777516,0.32906252,0.2157806,-0.27452648,-0.35505593,0.66279894,0.42433047,-0.8717956,-0.56712526,0.045204345,0.20630339,-0.20413668,1.6077195,-1.7670283,-3.8447206,0.57591754,1.5846176,0.3679723,-0.491592,-0.5616184,-2.2216325,-0.18967335,0.44757706,-0.18242607
2021-07-01 18:00:00,-0.8123886,-0.19208951,0.26047537,0.09221045,-0.3782969,-1.6887641,0.23498449,0.20490618,0.36446336,0.09008691,-0.27452648,-0.18487918,0.13452007,0.05276394,-0.51661134,-0.54259276,-0.1829481,0.2814843,-0.23480129,0.67589,-0.8397713,0.31819576,0.6249031,0.61247563,0.5095446,-0.5604508,-0.59702736,-1.9869554,0.27138674,0.5041984,-0.41289738
2021-07-02 00:00:00,-0.6664978,-0.17177847,-0.020748002,-0.19607463,-0.5291724,-1.2171988,0.09522362,0.3363291,0.7930142,0.35043454,-0.26811394,-0.28429857,-0.22111855,-0.15070893,0.19375725,-0.5572484,0.2625394,0.30747017,-0.18899757,0.69573605,-0.58583003,0.3597481,0.3387914,0.68030113,0.11801725,-0.37162954,-0.34746587,-1.5234472,0.008166242,1.38257,-0.3310431
2021-07-02 06:00:00,-0.61151546,-0.16569968,-0.13089205,-1.0190965,-1.2377367,-0.86965793,0.503781,0.5624537,0.39420912,0.059084386,-0.23762089,-0.6488209,-0.5837008,-0.59083784,0.1049544,-0.16953672,0.6801867,0.39738566,-0.082953356,1.0114325,-0.67326915,0.43524322,0.26996645,0.8943487,0.084679805,-0.30938524,-0.33311072,-1.5653889,0.37119204,1.0423977,-0.29674625
2021-07-02 12:00:00,-0.80169463,-0.16569968,-0.07576789,-1.4558961,-1.5757625,-0.35169077,0.5278082,0.48709604,0.49498418,0.07861742,-0.29849222,-0.5359041,-0.9565655,-1.010841,-0.2502299,-0.025491018,0.21975338,0.1872436,0.021219462,0.47241324,-0.1986703,0.44757584,0.28702396,0.40266412,0.10781942,-0.31189904,-0.3352503,-1.6391461,0.8572864,0.61678314,-0.39277738
2021-07-02 18:00:00,-0.81664604,-0.16569968,-0.23136535,-0.07344446,-0.10895305,0.006865668,0.7767652,0.9116924,0.5448548,-0.10481689,-0.24861708,-0.41861513,-0.65271884,-0.7162799,-0.16139993,0.010067723,0.6239857,0.54887795,0.06147967,-0.44869667,1.1051898,0.31287286,-0.43994763,-0.5092694,-0.18211734,0.2046793,0.457019,-0.60778147,1.1775086,0.30234858,-0.40726835
2021-07-03 00:00:00,-1.0266353,-0.16569968,-0.50694543,-0.079003066,0.16615307,0.80997837,1.1095096,1.6460904,0.5464639,-0.04472227,-0.29378527,-0.48824686,-0.47662598,-0.5307538,-0.6053871,0.41269705,0.94272804,0.18398061,0.20226185,-1.6054524,2.2956016,0.4112527,-2.0907598,-1.6709092,-0.6408256,1.8240734,2.4582975,-0.24541079,0.38134804,0.10032622,0.54575694
2021-07-03 06:00:00,-0.9962656,-0.16569968,-0.7831187,0.27317145,0.7337703,1.3144362,1.4971268,1.8402138,0.4440651,-0.723944,-0.26894033,-0.70046175,0.39693302,0.24494909,-0.6809928,0.6253559,2.1094227,0.09793998,0.2086368,-1.8419136,2.1448586,0.36861333,0.65476155,-1.859523,-1.017293,-0.546621,-0.7846468,0.039251376,-1.1906142,-1.0730573,-0.40726835
2021-07-03 12:00:00,-0.7677679,-0.16569968,-1.3446552,0.17799571,0.60610706,1.2610812,0.9444588,2.454261,-2.0185266,1.1034526,-0.2452688,-1.1362269,1.3360955,1.371795,0.19375725,0.9216632,1.816972,1.0032811,-1.396027,-1.3877608,1.6659356,0.4423016,0.6422529,-1.3839623,-1.5401493,-0.5320367,-1.1060193,-0.034610976,-0.17252287,-1.6898249,-0.16110347
2021-07-03 18:00:00,-0.99921525,0.15203373,-1.8286057,-0.04974567,0.33447218,1.3305743,1.7760917,2.9935832,0.23608638,1.1674821,1.4809328,-1.3838568,1.6848284,2.0537322,1.2748648,1.7989197,2.4709673,-0.902911,-1.3576988,-0.7617612,1.2356899,0.30942854,0.87687975,-0.83371264,-2.0582743,-0.6479632,-1.2086316,0.71336824,0.8574955,-2.400434,1.8433299
2021-07-04 00:00:00,0.6687268,-0.062468152,-2.3895311,-1.2751304,-0.775343,2.3759668,4.526269,3.6402295,0.7598422,2.9411535,-0.2452688,-1.6047674,1.4691961,1.8030243,1.1654669,2.6285713,2.1946585,0.12780626,-1.1104465,-0.8394979,1.4505752,0.27608725,0.7204822,-0.9441737,-2.6489787,-0.5681086,-0.74601966,0.86520064,1.3511217,0.31733653,8.023299
2021-07-04 06:00:00,1.783171,-0.19249095,-2.0703611,1.1133534,1.2481563,0.302298,2.4642837,1.4168305,-0.6659429,0.2824574,3.426567,-1.7975664,1.7357059,1.6484569,-0.27325344,2.2566729,1.9282649,-3.6989048,1.0704024,-0.61370635,0.063464396,0.23125854,0.93046373,-0.66555476,-2.1159573,-0.72813994,-0.9964604,1.3090676,1.9016638,-3.4144375,-0.40726835
2021-07-04 12:00:00,4.1483793,-0.16088285,-1.87245,1.5337244,1.2577237,-0.79265785,1.8201082,0.9678471,-0.59840256,-0.5427376,5.4307165,-1.7928542,1.6381038,1.5752841,-0.113545574,2.5189247,1.210015,-7.7686744,-1.0457814,0.31867564,-0.7002848,0.3663556,0.16606738,0.28184253,-1.6739169,-0.2194287,-0.6968773,1.206922,1.8896105,-0.52107793,0.6749667
2021-07-04 18:00:00,1.2250427,-0.15944648,-1.1639318,0.49387562,0.25314957,-0.8051029,2.851811,1.6009488,0.31701788,-1.7573456,5.123511,-1.3829013,1.7041973,1.3623431,-1.0350047,1.9590964,0.8119298,-1.520942,-0.82698154,-0.501318,-0.27801707,0.32308376,0.5152249,-0.48394623,-1.066331,-0.4792132,-0.529678,1.7285211,1.0444926,-1.573725,0.6551609
2021-07-05 00:00:00,-0.55342686,-0.1685188,-0.81627154,0.00010212353,-0.11519417,-0.39289612,2.1364245,1.608173,1.6206831,-1.8369877,-0.2452688,-0.9447056,1.5616746,1.4815573,-0.18630622,0.91831076,0.49716774,-0.04945233,-0.8121481,0.15060453,-0.4214923,0.26662886,0.5848301,0.059953507,-0.757183,-0.5165611,-0.5509224,1.7251886,0.8545267,-2.4703114,1.6534482
2021-07-05 06:00:00,0.2404078,0.15203373,-0.5581237,0.6458055,0.13355762,-1.672152,2.6533124,2.2667525,1.3459784,-1.1401888,3.4997108,-1.0074884,1.7055452,1.487864,-0.6732949,1.1130488,0.9164886,-2.1656864,-1.4394275,0.61393434,-0.8841335,0.058935087,0.26684895,0.48589885,-0.3495493,-0.2892879,-0.34509036,1.8914065,0.73599404,0.535246,-0.40726835
2021-07-05 12:00:00,0.19674039,0.04612259,-0.44081482,-0.08219362,-0.30654174,-0.79265785,2.1896915,2.906955,3.419778,-1.1733876,3.1047328,-0.8068588,1.6330364,1.450513,-0.52035093,0.64384866,1.1920047,-2.2766724,-1.6313057,0.97998166,-1.2531399,0.18757153,0.30730945,0.78720963,-0.21804959,-0.3445902,-0.43308097,1.6641817,0.47182575,1.8350798,-0.423412
2021-07-05 18:00:00,1.7355932,1.6347896,-0.15881763,0.8863619,0.6277248,-0.79265785,1.6377366,1.6578377,-0.42796263,-0.109742396,0.09119422,-0.34596562,1.4811131,1.3957618,-0.231342,0.4091638,0.31554016,0.22460175,-0.6535827,0.84105486,-1.155785,0.4350423,-3.964076,0.673474,0.0071047917,4.588051,-0.7262152,1.8468792,0.11739714,-2.2597718,1.4874414
2021-07-06 00:00:00,1.3105426,0.79976606,-0.19845529,1.6460131,1.2768582,-1.0924716,0.47093615,0.18045224,-3.2021382,-0.24898446,-0.27452648,-0.19177844,0.44872504,0.45206732,0.028438464,0.6206167,0.3896232,-0.34535164,-1.0459731,0.3960516,-0.72082865,0.26093715,0.6691722,0.30925155,-0.07500951,-0.54341006,-0.69219387,1.1970996,-0.18328863,-1.8725895,-0.40358475
2021-07-06 06:00:00,0.7320704,-0.14872463,-0.1128834,0.7850752,0.58023614,-0.6902393,0.6147615,0.12085883,-2.4643424,-0.4763161,-0.26958656,-0.15824133,0.22204684,0.19069804,0.016151555,0.53079927,0.48527136,-0.5703996,-1.3207083,0.29449198,-0.34868184,0.19874924,0.08881005,0.22904855,0.0059133754,-0.16393082,-0.12829542,0.7979533,0.6138926,0.7441906,-0.40939054
2021-07-06 12:00:00,2.8824763,0.5084917,0.057200987,1.9645373,1.2194539,-1.8919951,-0.5575836,-0.27358958,-2.9317145,-0.06616449,-0.27452648,-0.11280414,0.05364886,0.0799396,0.2825872,0.22681202,-0.031146115,0.1296775,-0.921371,1.3170404,-1.3442137,-0.13034564,-0.2559027,1.3167279,0.2896107,0.071295194,0.27329895,0.6097856,0.72044325,0.5478473,-0.42173088
2021-07-06 18:00:00,1.0045903,-0.15849756,0.1319527,0.47401905,0.32012123,-0.59276175,-0.12629597,-0.56058854,0.043767594,0.7237761,-0.27452648,0.05776922,-1.2285763,-1.1581322,0.5480694,-0.011840049,-0.17010851,0.21267262,-1.6267654,1.0892224,-1.0976862,-1.5292498,-0.59971285,1.2151117,0.22660579,0.35953704,0.75148875,0.35692275,0.7616528,1.0238374,-0.40726835
2021-07-07 00:00:00,-0.17104498,-0.15938476,0.035303026,-0.5824469,-0.7562081,-0.6926793,0.20822965,-0.1976305,0.6843581,0.08836126,-0.2943154,-0.048731066,-1.4888079,-1.4743367,0.72692984,-0.2393592,-0.20670624,0.16534206,-1.1070604,2.1276007,-1.7945521,0.4107939,-0.9888619,2.0718184,0.18464923,0.66875196,1.2009856,0.28235015,-0.013189853,0.8848226,-0.22819805
2021-07-07 06:00:00,-0.07931969,-0.16462775,-0.050236948,1.1651994,0.829617,-1.2923372,0.47707725,0.022426259,-0.30328998,0.6667261,-0.27452648,-0.17737073,-1.3743607,-1.3638673,0.35503262,-0.046969775,0.26771185,0.46193284,-1.3850768,1.856272,-1.785451,-1.0119627,0.2623697,1.9071031,0.12409821,-0.29629844,-0.3098925,1.0014312,-0.57791287,-0.35603464,2.1323924
2021-07-07 12:00:00,0.2131992,0.04612259,0.030811997,1.0645876,0.59279144,-1.4882399,-0.027687319,-0.3096693,-1.8415402,-0.2069566,-0.27452648,-0.36063933,-0.11408173,-0.12686078,-0.1487498,-0.040488902,0.067798495,-0.043920245,-0.9678119,1.250321,-1.4337174,-1.6604381,0.00066975225,1.2927682,0.18023399,-0.107770875,-0.061558224,0.5725218,-0.22227547,0.9121957,1.9758837
2021-07-07 18:00:00,0.93988556,-0.16569968,-0.10336657,0.04877968,-0.11519417,-0.5542539,-0.27409783,-0.4935116,0.8399256,0.25589502,-0.27452648,-0.20066245,-0.40411705,-0.4350599,-0.06826542,-0.06596331,-0.07581193,0.20945574,-0.5245146,0.74988514,-1.0301658,-0.16834308,0.254636,0.67979,0.030807529,-0.28724372,-0.36814585,0.88158846,0.47357583,-1.2052815,-0.40726835
2021-07-08 00:00:00,0.86094445,-0.16569968,-0.03698616,-1.64561,-1.7894844,-0.3928656,-0.15108855,-0.32643008,0.3097045,1.0649052,-0.27452648,-0.24886973,-1.4882971,-1.4406229,0.28256008,-0.44530344,-0.108919375,0.547331,-1.1783433,0.6053885,-0.47116053,0.30945206,0.22295302,0.5474938,0.1032124,-0.27679956,-0.33910668,0.7267857,0.9449925,-1.1616372,-0.30103362
