date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,5.820586,2.0654993,1.599,0.462,4.203,1.34,27.8784
2016-07-01 01:00:00,5.993994,2.0897613,1.4551412,0.426,4.142,1.371,26.195112
2016-07-01 02:00:00,5.339153,1.889043,1.279,0.355,3.777,1.218,32.425102
2016-07-01 03:00:00,5.1385264,2.3004956,1.279,0.391,3.807,1.1142318,38.819927
2016-07-01 04:00:00,4.2461996,1.9531255,1.492,0.462,3.868,1.279,20.44471
2016-07-01 05:00:00,5.626,1.807942,1.528,0.533,4.051,1.371,26.379354
2016-07-01 06:00:00,7.167,2.2903118,1.9310443,0.782,5.026,1.9110991,21.794943
2016-07-01 07:00:00,7.4578576,3.6663566,2.2800415,1.031,5.087,2.4220502,23.144
2016-07-01 08:00:00,4.8404756,3.1408575,3.0886085,1.173,2.955,1.478043,21.667
2016-07-01 09:00:00,2.986749,2.545,2.2917273,0.84717053,2.68,0.7923829,17.446
2016-07-01 10:00:00,5.376038,2.545,1.5176356,0.853,2.955,1.5056719,19.979
2016-07-01 11:00:00,6.0011735,2.2648761,2.3105128,0.853,3.442,1.492,20.119
2016-07-01 12:00:00,4.8634877,2.545,1.5117881,0.853,2.7811377,1.523,19.205
2016-07-01 13:00:00,3.6980033,2.679,1.777,1.244,3.107,1.614,18.572
2016-07-01 14:00:00,5.4798145,2.947,2.452,1.35,2.4820602,1.432,19.556
2016-07-01 15:00:00,4.279048,3.148,2.487,1.35,2.589,1.4611721,16.203606
2016-07-01 16:00:00,5.861977,2.272359,1.706,0.782,2.619,1.8065082,13.844518
2016-07-01 17:00:00,4.717194,2.599739,1.573077,0.711,3.076,1.5161364,15.244032
2016-07-01 18:00:00,5.8491373,2.9374154,2.7644424,1.208,3.076,1.6245494,23.581066
2016-07-01 19:00:00,5.595413,3.4203303,2.4012306,1.208,3.015,1.6945626,15.107795
2016-07-01 20:00:00,4.7392774,2.3085182,2.1647146,1.208,2.863,1.523,23.041245
2016-07-01 21:00:00,5.1219006,3.4035594,2.5269608,1.208,2.68,1.523,18.400612
2016-07-01 22:00:00,5.0742254,3.666667,2.203,1.173,2.619,1.523,16.833422
2016-07-01 23:00:00,3.3395188,3.5102928,2.132,1.137,2.467,1.492,22.643839
2016-07-02 00:00:00,6.010693,3.0089948,2.701,1.315,2.437,1.523,22.73358
2016-07-02 01:00:00,5.157,3.1700742,2.5964406,1.35,2.345,1.432,22.42221
2016-07-02 02:00:00,5.157,3.0191178,3.077826,1.492,2.284,1.432,21.240534
2016-07-02 03:00:00,5.157,2.7191153,2.3845103,1.492,2.160265,1.401,20.752
2016-07-02 04:00:00,4.555,3.4695024,2.647954,1.4362756,2.193,1.401,21.385
2016-07-02 05:00:00,5.425,3.282,2.954838,1.706,2.8709369,1.462,22.23
2016-07-02 06:00:00,5.492,3.282,2.523,1.7486241,2.985,1.462,20.26
2016-07-02 07:00:00,5.626,3.215,2.487,1.492,3.076,1.8963497,21.333897
2016-07-02 08:00:00,5.559,3.1358943,2.594,1.67,2.924,1.9265807,19.381012
2016-07-02 09:00:00,5.224,3.4594538,2.559,1.564,2.68,1.4463257,18.179533
2016-07-02 10:00:00,9.913,5.3020453,6.645,3.305,3.046,1.6541555,17.239672
2016-07-02 11:00:00,11.248102,4.5859876,8.173,2.15566,3.1566985,1.6357213,19.546238
2016-07-02 12:00:00,9.426426,4.5861893,6.752,2.2408323,3.9139633,1.828,20.823
2016-07-02 13:00:00,9.710829,5.76,7.462,2.8900163,3.3674922,1.767,20.19
2016-07-02 14:00:00,10.562878,4.689,6.112,2.509448,1.7029359,1.919,21.315
2016-07-02 15:00:00,10.143593,5.157,6.965,2.3766148,2.3793635,1.736,25.005325
2016-07-02 16:00:00,11.603111,4.823,7.1576204,2.665,2.894,1.4237922,20.682
2016-07-02 17:00:00,9.8956995,5.3082166,6.307538,2.416,3.229,1.736,27.992847
2016-07-02 18:00:00,9.485338,5.607507,6.8903484,2.452,3.381,1.797,22.52149
2016-07-02 19:00:00,11.460565,4.354,4.9203477,1.5453166,3.107,1.5286784,22.243364
2016-07-02 20:00:00,9.646067,4.153,8.176315,2.0453181,3.411,1.767,34.12828
2016-07-02 21:00:00,5.04671,4.22,6.094422,1.912433,3.229,1.858,10.485846
2016-07-02 22:00:00,9.444,3.6471574,6.9817944,2.4012153,2.955,1.858,23.638515
2016-07-02 23:00:00,9.125838,3.6412241,6.823,2.5973344,2.589,1.736,23.634325
2016-07-03 00:00:00,10.382,5.9984345,7.741619,2.4186661,2.955,1.675,29.335
2016-07-03 01:00:00,9.779,6.001069,6.716,2.7649667,2.65,1.9663157,26.028
2016-07-03 02:00:00,10.512703,2.8660243,7.32,2.449756,3.1163049,1.858,24.34
2016-07-03 03:00:00,10.620324,4.530087,7.230242,1.4934242,2.5860944,1.675,26.45
2016-07-03 04:00:00,9.551707,5.1478953,8.616504,2.8407671,2.4663243,1.797,25.958
2016-07-03 05:00:00,12.213569,4.1708646,7.812388,2.3948169,2.9258754,1.858,23.12967
2016-07-03 06:00:00,12.388517,5.3158526,9.219637,1.8717824,3.7079883,1.949,24.407015
2016-07-03 07:00:00,11.119,4.695721,8.459976,2.155213,3.625,1.919,23.22954
2016-07-03 08:00:00,10.65,5.9935174,7.3942356,2.025,3.594,1.919,26.38
2016-07-03 09:00:00,10.047,3.9530368,6.432,1.67,4.038271,1.949,27.365
2016-07-03 10:00:00,11.721,5.087664,7.889,2.559,3.8260272,2.3766954,27.458303
2016-07-03 11:00:00,12.123,5.358,7.640566,2.487,3.516357,1.5637438,26.242378
2016-07-03 12:00:00,9.98,5.023,6.8938494,2.559,3.6657243,1.8784252,22.7202
2016-07-03 13:00:00,9.243,4.957,4.795426,2.63,3.162225,1.8378104,21.919172
2016-07-03 14:00:00,10.181,5.425,6.445445,3.02,3.5855746,2.3085072,28.511621
2016-07-03 15:00:00,9.645,6.27237,7.7874265,2.665,3.0481908,1.8547652,31.164
2016-07-03 16:00:00,9.779,4.781796,6.503,2.985,3.076,2.01,29.757
2016-07-03 17:00:00,11.119,5.8949947,6.984921,2.914,3.4658346,1.98,32.289
2016-07-03 18:00:00,11.052,5.1227803,7.99262,2.523,3.686,1.98,38.26142
2016-07-03 19:00:00,10.784,6.2924523,8.601427,2.487,3.594,1.7524072,28.561
2016-07-03 20:00:00,11.186,4.7115774,6.732166,2.1273272,3.96,1.909106,21.526
2016-07-03 21:00:00,10.449,4.4819117,7.2219973,1.5706958,3.807,1.580609,22.23
2016-07-03 22:00:00,9.578,5.76,7.707829,1.8649981,3.259,1.6158745,17.853765
2016-07-03 23:00:00,9.31,5.76,5.7407665,2.346744,3.168,2.164682,19.26153
2016-07-04 00:00:00,9.913,5.894,7.4747667,2.3917925,2.886197,1.3489856,21.667
2016-07-04 01:00:00,8.975,4.957,6.7019153,2.665,3.088122,1.828,25.536
2016-07-04 02:00:00,10.000276,4.823,5.923445,2.594,2.924,1.828,28.225649
2016-07-04 03:00:00,9.953594,5.492,6.408416,2.381,2.863,1.858,27.928
2016-07-04 04:00:00,10.132075,4.823,5.65,2.523,2.0090303,1.797,24.621
2016-07-04 05:00:00,11.763319,5.559,5.97,2.949,3.107,1.5675856,23.848
2016-07-04 06:00:00,10.216483,5.425,7.391,2.807,3.807,1.98,23.074
2016-07-04 07:00:00,14.320536,6.095,7.214,2.985,3.899,2.041,22.511
2016-07-04 08:00:00,12.120602,5.978103,7.143,2.914,4.070621,2.071,21.667
2016-07-04 09:00:00,15.360515,6.296,7.569,3.056,3.6711416,2.01,25.395
2016-07-04 10:00:00,14.635645,6.229,7.711,3.387278,4.1381826,1.949,25.184
2016-07-04 11:00:00,14.698634,5.559,6.6170797,3.202762,3.3201742,1.2502562,29.546
2016-07-04 12:00:00,11.584575,5.894,7.3622136,2.6237466,3.1976976,1.9732282,29.475
2016-07-04 13:00:00,10.741516,4.22862,6.3810644,3.4547272,3.32,2.2746472,29.264
2016-07-04 14:00:00,10.286152,7.297791,6.2500916,4.1424026,3.137,2.1464257,30.953
2016-07-04 15:00:00,10.886534,7.089777,5.914566,3.02,3.168,2.4364903,31.726
2016-07-04 16:00:00,12.055439,5.2052145,8.6264105,2.559,3.442,2.041,33.133
2016-07-04 17:00:00,11.94748,5.2202444,7.356,2.452,3.868,2.041,28.983
2016-07-04 18:00:00,10.916375,5.767727,7.356,2.452,4.295,2.193,27.483177
2016-07-04 19:00:00,10.140709,3.541489,6.894,2.239,2.467,1.1774833,31.726
2016-07-04 20:00:00,10.805423,4.656264,7.143,2.5197935,2.892532,1.462,25.184
2016-07-04 21:00:00,10.382,3.6567802,6.894,2.31,2.93099,2.01,30.531
2016-07-04 22:00:00,9.645,5.573484,8.045633,1.919,3.5403247,1.919,27.646
2016-07-04 23:00:00,15.488307,6.497,9.346,3.4722471,3.5082905,1.98,24.147848
2016-07-05 00:00:00,11.989,6.352062,8.777,2.8330035,3.9116938,1.98,30.54654
2016-07-05 01:00:00,12.336358,6.296,10.565588,3.3945298,3.137,2.01,25.422882
2016-07-05 02:00:00,7.736695,6.296,9.5636835,3.6125937,2.5641923,1.919,29.442287
2016-07-05 03:00:00,17.494108,5.425,7.44301,2.9597828,3.2811756,1.858,32.457745
2016-07-05 04:00:00,10.309778,5.626,7.4424305,2.63,2.633286,1.888,23.070238
2016-07-05 05:00:00,9.757396,4.0661407,5.226217,1.4705093,3.0412946,2.041,31.375
2016-07-05 06:00:00,13.329,6.1745787,8.884,2.736,4.106102,1.7933078,32.782
2016-07-05 07:00:00,11.454,4.240886,7.853,2.772,3.655,1.3580273,31.726
2016-07-05 08:00:00,11.052,6.9518657,7.462,3.2607186,3.564,2.1524415,27.832224
2016-07-05 09:00:00,10.407429,5.034833,7.533,2.4967413,3.411,1.5845042,30.46
2016-07-05 10:00:00,13.868032,5.961,6.5647745,3.2460775,3.838,1.7718536,32.922
2016-07-05 11:00:00,13.152971,6.43,7.978972,3.431862,4.599,2.4967017,29.052683
2016-07-05 12:00:00,6.2708125,5.1950145,7.676,2.9858751,3.594,1.8725489,21.847075
2016-07-05 13:00:00,11.532109,5.0343013,6.681,2.5149693,3.32,2.1313396,30.311546
2016-07-05 14:00:00,11.163694,6.2363405,7.32,2.487,3.32,2.1798987,31.21842
2016-07-05 15:00:00,6.2247176,5.2673626,7.249,2.416,3.32,1.591936,33.13443
2016-07-05 16:00:00,13.695771,4.4703064,6.894,2.736,3.168,2.254,31.10975
2016-07-05 17:00:00,12.537979,5.425,7.924,2.878,4.386,2.102,33.133
2016-07-05 18:00:00,11.454,4.957,7.462,1.8916973,3.99,2.041,31.515
2016-07-05 19:00:00,10.851,4.689,8.131699,2.6428492,3.807,1.949,31.023
2016-07-05 20:00:00,11.186,4.622,7.285,2.4807737,3.366705,2.1113265,31.445
2016-07-05 21:00:00,10.65,4.689,6.894,2.0348434,3.7115297,2.134318,31.726
2016-07-05 22:00:00,9.98,4.354,6.645,2.0065148,3.564,1.9409076,30.953
2016-07-05 23:00:00,11.855,5.76,7.818,2.5257678,3.1205077,1.4633726,17.318836
2016-07-06 00:00:00,9.39601,5.09,6.467,2.5787652,3.015,1.855821,35.102184
2016-07-06 01:00:00,10.717,5.425,8.810318,1.8896716,2.833,1.6085258,38.873188
2016-07-06 02:00:00,10.851,5.1795535,7.818,2.409864,2.833,1.858,33.94078
2016-07-06 03:00:00,9.779,5.157,5.97,1.9881543,3.168,2.132,27.303524
2016-07-06 04:00:00,11.109975,4.488,6.254,1.9781756,3.015,2.041,35.232212
2016-07-06 05:00:00,11.567003,5.559,7.853,2.087195,3.259,2.345,33.09615
2016-07-06 06:00:00,11.166547,4.3610935,8.131058,2.36612,3.868,1.858,31.53788
2016-07-06 07:00:00,11.62223,5.5408196,6.4059606,3.625,3.533,1.888,29.616
2016-07-06 08:00:00,10.627315,6.216946,8.930872,3.376,3.716,1.98,30.531
2016-07-06 09:00:00,11.119,6.8794584,7.588707,2.0682762,3.35,1.98,32.993
2016-07-06 10:00:00,11.788,5.532113,9.925252,2.452,3.564,1.858,30.249
2016-07-06 11:00:00,13.128,4.3002763,8.671,2.772,4.4056377,1.919,30.249
2016-07-06 12:00:00,10.583,4.6719055,7.0,2.061,2.8080423,1.7228897,30.671
2016-07-06 13:00:00,9.5766735,5.291,8.344938,2.345,3.046,1.7444112,31.586
2016-07-06 14:00:00,9.444,5.023,8.332807,2.203,3.7741535,1.5640686,31.938
2016-07-06 15:00:00,11.1924095,4.22,7.3114433,2.381,1.6310416,1.6611158,25.476017
2016-07-06 16:00:00,10.828367,4.086,5.313029,1.919,1.7113441,1.5258924,25.496971
2016-07-06 17:00:00,7.855454,4.756,6.697231,2.63,2.428145,1.645,36.358795
2016-07-06 18:00:00,10.398088,4.287,7.192742,2.097,2.2589946,1.645,22.483633
2016-07-06 19:00:00,7.6756754,3.55,6.527388,1.564,3.107,1.614,30.950891
2016-07-06 20:00:00,8.458817,5.025486,7.1667547,1.457,3.411,1.736,29.311909
2016-07-06 21:00:00,8.506,2.6584246,6.0334835,0.746,3.533,1.828,30.12118
2016-07-06 22:00:00,10.609937,3.5503683,7.5470133,1.279,3.259,1.645,29.546
2016-07-06 23:00:00,11.586149,5.112489,10.234,2.381,3.259,1.675,24.570667
2016-07-07 00:00:00,17.425896,4.758992,9.204,2.31,2.772,1.614,28.561
