date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,5.827,2.009,1.7105212,0.462,4.203,1.4289305,30.531
2016-07-01 01:00:00,5.693,1.9727728,1.2828275,0.426,4.142,1.2277254,27.787
2016-07-01 02:00:00,5.157,1.741,0.9068826,0.355,4.144554,1.3423849,27.787
2016-07-01 03:00:00,5.09,1.8969263,1.3111893,0.391,3.807,1.4723443,25.044
2016-07-01 04:00:00,5.358,1.942,1.449304,0.462,3.868,1.0911202,21.948
2016-07-01 05:00:00,5.626,2.143,1.5745866,0.533,4.051,1.3132048,21.174
2016-07-01 06:00:00,7.167,2.947,2.1782844,0.782,5.026,2.1524117,22.792
2016-07-01 07:00:00,7.435,3.282,2.4331102,1.031,5.087,2.2228627,23.144
2016-07-01 08:00:00,5.559,3.014,2.164595,1.173,3.2080193,1.4823468,21.667
2016-07-01 09:00:00,4.555,2.6605175,1.8359894,0.817,2.5426002,1.4925075,17.446
2016-07-01 10:00:00,4.957,2.422549,2.046733,0.853,1.8567508,1.3923725,19.979
2016-07-01 11:00:00,5.76,2.6490364,2.1337583,0.853,3.3070624,1.6841066,16.80891
2016-07-01 12:00:00,4.689,2.6669476,1.7519102,0.853,2.8956044,1.5831773,18.672129
2016-07-01 13:00:00,4.689,2.8666303,1.99908,1.244,3.2185116,1.614,15.889849
2016-07-01 14:00:00,5.09,2.8863022,2.4314935,1.35,2.559,1.432,18.860542
2016-07-01 15:00:00,5.09,3.3745005,2.528082,1.626177,2.589,1.523,15.416589
2016-07-01 16:00:00,4.22,2.920066,1.6399165,0.7515104,2.7918005,1.492,19.486
2016-07-01 17:00:00,4.756,2.4991586,1.6316966,0.78432715,2.9915385,1.492,19.134
2016-07-01 18:00:00,5.404751,2.8490531,2.3082268,1.3833728,3.6042192,1.492,20.682
2016-07-01 19:00:00,5.087039,2.9032388,2.3857045,1.1817921,3.3149688,1.553,18.712
2016-07-01 20:00:00,4.683787,2.931987,2.121447,1.208,3.1176145,1.523,17.868
2016-07-01 21:00:00,5.82199,2.947,2.4431882,1.1480676,2.68,1.523,18.009
2016-07-01 22:00:00,4.1326485,2.947,1.8618904,1.173,2.4778824,1.523,18.009
2016-07-01 23:00:00,4.021582,2.88,2.0988724,1.137,2.467,1.492,20.842936
2016-07-02 00:00:00,5.6686096,3.081,2.701,1.315,2.437,1.523,21.3221
2016-07-02 01:00:00,4.9829,3.014,2.878,1.35,2.345,1.432,20.188019
2016-07-02 02:00:00,5.157,3.148,2.8986049,1.492,2.284,1.432,18.913227
2016-07-02 03:00:00,5.157,3.081,2.7673714,1.4621031,2.193,1.401,19.56149
2016-07-02 04:00:00,4.555,3.081,2.4855027,1.4698535,2.193,1.3654833,22.37464
2016-07-02 05:00:00,5.425,3.282,2.9158125,1.6950161,2.437,1.462,20.840464
2016-07-02 06:00:00,5.492,3.282,2.2758567,1.498225,2.985,1.462,19.196922
2016-07-02 07:00:00,5.626,3.215,3.0542495,1.5138777,3.076,1.523,21.104
2016-07-02 08:00:00,5.559,3.282,2.4596815,1.67,2.924,1.5442698,20.612
2016-07-02 09:00:00,5.224,3.215,2.3790126,1.5474821,2.68,1.462,18.361
2016-07-02 10:00:00,9.913,4.957,6.645,3.305,3.046,1.553,23.870056
2016-07-02 11:00:00,11.788,5.425,7.0417385,2.523,3.686,1.675,19.416
2016-07-02 12:00:00,9.320395,4.957,6.553869,2.132,3.107,1.828,20.823
2016-07-02 13:00:00,7.906999,5.76,8.486043,2.559,3.0788825,1.767,20.19
2016-07-02 14:00:00,8.893321,5.1653438,6.0978246,2.025,2.894,1.919,22.642153
2016-07-02 15:00:00,9.896768,5.4769974,7.300698,2.452,2.772,1.8771735,21.972595
2016-07-02 16:00:00,6.799837,4.8461757,7.2084746,2.665,2.894,1.9487689,20.514544
2016-07-02 17:00:00,9.402826,5.0977626,6.894,2.416,3.229,2.000733,24.501781
2016-07-02 18:00:00,10.44864,4.808869,5.9337506,2.452,3.381,1.5928155,23.085566
2016-07-02 19:00:00,12.176047,4.354,5.700862,1.6031169,3.107,2.0238483,26.197676
2016-07-02 20:00:00,9.834811,4.153,5.439399,1.8717005,3.411,1.3317118,30.42594
2016-07-02 21:00:00,10.14738,4.22,6.2804837,1.9115199,3.229,1.6754838,22.78185
2016-07-02 22:00:00,8.444106,4.622,7.428928,2.068656,2.955,1.7028025,21.948
2016-07-02 23:00:00,9.499114,4.287,6.823,2.991408,2.589,1.736,27.177038
2016-07-03 00:00:00,10.382,5.611651,7.604,2.1402788,2.539332,1.675,29.335
2016-07-03 01:00:00,9.779,5.1441183,6.716,3.092119,2.5133133,1.675,24.611277
2016-07-03 02:00:00,10.382,4.9176793,7.32,2.203,2.86546,1.858,19.431086
2016-07-03 03:00:00,9.779,3.7806187,6.823,1.99,2.5758865,1.675,26.032282
2016-07-03 04:00:00,10.717,4.657507,8.037358,2.807,2.6567104,1.797,25.958
2016-07-03 05:00:00,10.315,4.875681,7.391,2.452,2.8149114,1.858,24.059
2016-07-03 06:00:00,12.592,5.8349686,9.229707,2.203,3.716,1.949,25.706404
2016-07-03 07:00:00,10.295502,4.8001413,7.580358,2.843,3.625,1.919,23.637
2016-07-03 08:00:00,10.65,4.134292,7.0514207,2.025,3.594,1.919,26.38
2016-07-03 09:00:00,10.047,4.22,6.9795747,1.7218312,3.686,1.949,27.365
2016-07-03 10:00:00,11.721,5.09,6.983901,2.559,3.564,2.0137436,28.068
2016-07-03 11:00:00,12.123,5.358,8.066,2.487,4.082,1.919,29.822515
2016-07-03 12:00:00,9.98,5.023,6.858,2.559,3.29,1.858,26.802
2016-07-03 13:00:00,8.532165,4.957,6.6715083,2.63,3.137,1.888,26.633244
2016-07-03 14:00:00,10.38054,5.425,7.035411,3.02,3.076,1.888,28.909313
2016-07-03 15:00:00,9.922626,5.425,6.3317933,2.665,3.015,1.828,34.54658
2016-07-03 16:00:00,9.639123,5.591228,6.2354484,2.985,3.076,2.01,26.382647
2016-07-03 17:00:00,11.03724,5.157,7.9118567,2.914,3.807,1.98,34.37696
2016-07-03 18:00:00,12.6719885,4.957,7.391,2.523,3.686,1.98,31.938
2016-07-03 19:00:00,11.199085,4.89,7.214,2.487,3.594,1.888,25.297888
2016-07-03 20:00:00,11.186,4.89,7.178,2.345,3.96,1.919,18.845974
2016-07-03 21:00:00,10.449,4.89,6.61,2.4962003,3.807,2.041,25.050093
2016-07-03 22:00:00,9.578,5.76,6.787,3.4905043,3.259,1.888,19.183168
2016-07-03 23:00:00,9.31,5.76,6.61,3.056,3.168,1.8358684,20.64509
2016-07-04 00:00:00,8.564267,5.894,6.254,2.63,3.015,1.858,19.89997
2016-07-04 01:00:00,8.975,5.0867662,6.29,2.665,2.863,1.828,28.417278
2016-07-04 02:00:00,8.64,4.823,6.148,2.594,2.924,1.828,27.295979
2016-07-04 03:00:00,9.176,5.492,5.579,2.2530866,2.7698245,1.858,30.946104
2016-07-04 04:00:00,9.109,4.823,5.702269,2.4715798,2.772,1.797,25.641802
2016-07-04 05:00:00,9.846,5.559,5.97,2.461963,3.107,1.875733,20.78391
2016-07-04 06:00:00,11.588,5.425,7.391,2.6954489,3.807,1.98,26.346664
2016-07-04 07:00:00,11.788,5.770423,7.214,2.9693418,3.899,2.041,22.511
2016-07-04 08:00:00,10.9679365,5.961,7.143,2.8772738,3.655,2.071,21.667
2016-07-04 09:00:00,11.588,6.296,7.569,2.6044075,3.472,2.01,25.395
2016-07-04 10:00:00,11.922,6.1865077,7.711,3.1285784,3.746,1.949,23.421385
2016-07-04 11:00:00,11.833151,5.559,8.422,3.314859,4.203,1.98,33.063107
2016-07-04 12:00:00,10.382,5.894,6.858,2.9611502,3.564,1.9760082,32.422882
2016-07-04 13:00:00,10.047,5.425,6.752,3.02,3.32,2.1140342,28.951168
2016-07-04 14:00:00,10.516,6.028,7.107,3.5727644,3.137,1.9810661,30.293945
2016-07-04 15:00:00,10.717,6.095,6.787,3.901992,3.168,1.8389196,31.726
2016-07-04 16:00:00,9.043315,5.023,6.503,2.474053,3.442,2.1969957,33.133
2016-07-04 17:00:00,12.892278,5.09,8.004677,2.352802,4.0349293,2.041,28.983
2016-07-04 18:00:00,12.35316,4.957,7.356,2.182517,4.4700694,2.193,28.983
2016-07-04 19:00:00,10.528911,3.885,7.020917,2.1827147,2.4076495,1.188,31.515663
2016-07-04 20:00:00,10.417577,4.086,6.817259,2.2153993,3.0343945,1.462,26.658136
2016-07-04 21:00:00,10.585544,4.823,6.819877,2.444431,3.4185197,2.01,29.242157
