date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,5.827,2.009,1.4587746,0.36111167,3.752242,1.34,30.531
2016-07-01 01:00:00,5.693,2.076,0.51254165,0.40378708,7.2064366,1.371,18.4733
2016-07-01 02:00:00,5.157,1.741,0.9226588,0.37690577,3.523534,1.218,29.77662
2016-07-01 03:00:00,5.09,2.3383746,1.2453222,0.23761618,3.6174142,1.279,5.8358765
2016-07-01 04:00:00,3.3436754,1.942,2.1036441,0.46378607,3.8292437,1.279,17.054674
2016-07-01 05:00:00,5.447827,2.891828,1.9807063,0.25743,5.19461,1.371,20.048546
2016-07-01 06:00:00,7.2582307,2.947,2.3366668,0.6900618,10.30873,1.858,26.250711
2016-07-01 07:00:00,2.400134,3.282,1.4673605,0.9016127,4.3537507,2.224,27.186665
2016-07-01 08:00:00,14.007548,2.4045424,0.87545913,1.173,2.5978332,1.432,24.886122
2016-07-01 09:00:00,4.449629,2.8330052,1.5076898,0.817,2.68,1.371,15.6772995
2016-07-01 10:00:00,0.55895424,3.367041,1.5931915,0.853,2.955,1.492,16.259645
2016-07-01 11:00:00,6.290219,4.023796,2.3364995,0.853,3.3076184,1.492,32.693047
2016-07-01 12:00:00,4.9788103,2.6582327,2.1277416,0.853,0.86712205,1.523,24.777342
2016-07-01 13:00:00,5.3167486,2.679,3.7358766,1.244,3.8963566,1.614,25.685795
2016-07-01 14:00:00,7.5417624,2.947,1.3155296,1.35,2.5498154,1.2327791,19.556
2016-07-01 15:00:00,3.8147225,3.148,2.5902944,1.35,3.8841004,1.523,18.638546
2016-07-01 16:00:00,3.9986825,1.2190152,1.8445162,0.782,2.619,1.492,19.486
2016-07-01 17:00:00,4.756,2.344,2.5877817,0.711,3.076,1.4523182,19.134
2016-07-01 18:00:00,4.2249527,2.88,2.523,1.0453664,2.6935265,1.492,22.622778
2016-07-01 19:00:00,4.89303,3.014,2.452,0.91073704,3.4717424,1.553,13.853909
2016-07-01 20:00:00,4.974078,3.014,2.5146277,1.0852209,0.49442813,1.523,22.913506
2016-07-01 21:00:00,4.9732294,2.947,2.288081,0.5890036,3.3311367,1.523,13.43578
2016-07-01 22:00:00,5.17708,2.947,1.704158,1.0062488,2.1401098,1.523,23.763695
2016-07-01 23:00:00,2.79544,3.5320108,2.3434565,1.261901,3.5936217,1.492,19.768
2016-07-02 00:00:00,5.224,3.909363,1.4271637,1.4659132,2.0966256,1.364027,21.104
2016-07-02 01:00:00,5.157,3.2742658,0.64977,0.6474279,0.7235906,1.432,19.697
2016-07-02 02:00:00,5.157,4.212854,2.878,1.8665265,2.284,1.432,20.049
2016-07-02 03:00:00,5.157,3.0543618,2.914,0.7388297,2.193,1.2574203,20.752
2016-07-02 04:00:00,4.555,3.081,2.452,1.9426334,3.4386442,1.7551308,21.385
2016-07-02 05:00:00,5.425,3.282,3.092,1.4124918,2.437,1.6486777,22.23
2016-07-02 06:00:00,5.492,4.4603553,2.523,1.492,2.985,0.8139119,20.26
2016-07-02 07:00:00,5.626,3.3963828,1.0115613,1.492,3.076,2.1391902,27.279308
2016-07-02 08:00:00,5.559,3.151911,2.594,1.67,1.785893,1.6702993,16.02164
2016-07-02 09:00:00,9.313087,5.0145626,2.1616306,1.564,3.0510693,1.7244015,22.904308
2016-07-02 10:00:00,11.3636265,3.7765422,6.645,3.305,1.805529,1.3742595,20.875961
2016-07-02 11:00:00,8.832556,5.425,11.883399,2.523,3.5564277,1.675,18.25166
2016-07-02 12:00:00,12.284803,4.957,4.944484,2.2907078,0.9148769,1.828,24.021513
2016-07-02 13:00:00,6.1297398,5.76,7.1468134,2.559,2.985,1.767,19.149542
2016-07-02 14:00:00,7.3740015,4.689,5.6030726,1.9760401,2.894,1.919,26.994896
2016-07-02 15:00:00,11.595328,5.157,8.317237,2.452,2.772,1.736,25.368963
2016-07-02 16:00:00,5.269863,4.823,7.036,2.2541873,3.1567383,1.5041035,19.013107
2016-07-02 17:00:00,9.913,4.823,7.3816514,2.4200258,3.4669063,2.5354636,25.466
2016-07-02 18:00:00,10.65,4.689,6.929,2.5012476,3.850711,1.8355398,25.888
2016-07-02 19:00:00,10.114,4.354,8.548346,1.6375825,3.940866,1.0400058,17.55579
2016-07-02 20:00:00,9.98,4.153,4.77904,3.02548,1.8053796,1.4890863,42.177334
2016-07-02 21:00:00,9.31,4.22,4.5005994,2.132,3.229,1.858,25.381178
2016-07-02 22:00:00,9.444,4.622,5.9451675,2.168,1.7205052,1.9628183,18.532953
2016-07-02 23:00:00,12.584763,4.287,6.668088,2.559,2.6361558,1.736,31.04792
2016-07-03 00:00:00,10.382,5.425,7.604,2.31,1.0921667,1.675,30.029978
2016-07-03 01:00:00,9.779,4.7735147,6.716,2.843,3.6136487,1.675,37.840206
2016-07-03 02:00:00,10.382,4.689,6.8403435,2.203,3.162727,1.858,37.221153
2016-07-03 03:00:00,9.779,4.153,4.1760197,2.2123125,2.528,1.675,21.031233
2016-07-03 04:00:00,14.284713,4.756,6.926108,2.807,2.65,1.797,50.183292
2016-07-03 05:00:00,10.315,4.689,9.00954,2.452,2.924,1.2738947,32.51116
2016-07-03 06:00:00,12.592,3.8743107,10.542098,2.203,3.716,2.7004173,25.325
2016-07-03 07:00:00,14.735233,4.0704575,8.357121,2.843,3.73419,1.8358362,23.637
2016-07-03 08:00:00,9.1658535,3.3608384,7.036,1.7513602,3.594,2.1759775,26.38
2016-07-03 09:00:00,9.653479,3.6899855,6.432,1.5161449,3.686,2.681777,27.365
2016-07-03 10:00:00,7.9170413,6.189062,7.889,1.9078705,2.9277182,1.858,24.053352
2016-07-03 11:00:00,16.048271,3.8564525,8.066,2.0443912,4.1909637,1.919,29.475
2016-07-03 12:00:00,9.98,4.447276,6.858,2.0376847,3.589753,1.6474833,26.802
2016-07-03 13:00:00,9.243,4.7389984,6.29,2.63,3.942159,1.888,29.968
2016-07-03 14:00:00,10.181,5.7718587,8.217446,3.02,3.1395326,1.888,48.68589
2016-07-03 15:00:00,9.645,5.435136,6.866273,2.665,3.015,1.828,31.164
2016-07-03 16:00:00,9.779,3.489951,11.000809,2.985,3.076,1.7419553,29.757
2016-07-03 17:00:00,11.119,3.7682538,10.068061,2.914,3.807,1.6784738,32.289
