date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,5.827,2.009,1.599,0.462,4.57163,1.34,30.531
2016-07-01 01:00:00,5.693,0.72780526,1.492,0.426,4.142,1.371,27.787
2016-07-01 02:00:00,4.7504516,1.741,1.279,0.355,3.777,1.218,26.543417
2016-07-01 03:00:00,7.0422935,2.0754828,1.1763756,0.391,3.807,1.3557705,24.609447
2016-07-01 04:00:00,5.358,1.9479865,0.96145886,0.462,3.5172155,0.5368941,29.85361
2016-07-01 05:00:00,5.626,1.5358095,0.9370641,0.5173146,4.051,1.2979198,17.476025
2016-07-01 06:00:00,7.167,2.7451165,3.5255291,1.0473391,5.026,1.9857564,2.2238128
2016-07-01 07:00:00,7.435,2.7679868,1.9007672,1.4861227,5.087,2.5394611,23.144
2016-07-01 08:00:00,5.559,2.9426286,2.7493374,1.6566483,2.955,1.432,21.667
2016-07-01 09:00:00,4.555,1.816207,1.919,0.5383032,2.68,1.371,17.446
2016-07-01 10:00:00,4.957,2.927858,1.99,0.93044287,2.955,1.492,19.979
2016-07-01 11:00:00,5.76,2.1927507,2.90619,0.853,3.442,1.492,20.119
2016-07-01 12:00:00,4.689,2.545,1.812,0.853,2.833,1.523,19.205
2016-07-01 13:00:00,4.689,2.679,1.777,1.244,3.107,1.614,18.572
2016-07-01 14:00:00,5.09,2.947,2.452,1.35,2.559,1.4982982,19.556
2016-07-01 15:00:00,5.09,3.148,2.487,1.35,2.4915411,1.523,17.305
2016-07-01 16:00:00,4.22,2.411,1.6803316,0.782,2.619,1.492,19.486
2016-07-01 17:00:00,4.756,2.344,1.0807459,0.711,3.076,1.1938444,19.134
2016-07-01 18:00:00,5.626,2.88,2.8104649,1.208,3.076,1.492,20.682
2016-07-01 19:00:00,5.559393,3.014,0.77546614,1.208,3.015,1.553,18.712
2016-07-01 20:00:00,5.358,2.918517,2.020662,0.97782826,2.863,1.523,17.868
2016-07-01 21:00:00,6.864775,2.947,2.793306,0.41834572,2.68,0.8468358,18.009
2016-07-01 22:00:00,2.9162498,2.947,2.203,1.0298145,2.619,1.523,6.2227125
2016-07-01 23:00:00,4.957719,4.7947702,2.1775167,0.88156426,2.467,1.492,19.768
2016-07-02 00:00:00,4.728521,2.4576795,1.756399,1.5064152,2.437,1.523,21.104
2016-07-02 01:00:00,7.6322346,3.7911644,2.000362,1.35,2.345,1.432,24.987597
2016-07-02 02:00:00,2.5760078,2.9656527,2.7486966,1.492,2.284,1.432,20.049
2016-07-02 03:00:00,5.157,1.3900199,2.8401225,0.92580676,2.2742822,1.401,20.752
2016-07-02 04:00:00,5.242789,0.5840181,1.8783551,1.6756384,2.193,1.401,21.385
2016-07-02 05:00:00,5.425,3.9825156,3.059732,1.42107,3.267943,1.462,22.23
2016-07-02 06:00:00,5.492,3.282,2.0689626,0.9707193,2.985,0.5583642,20.26
2016-07-02 07:00:00,5.626,3.215,2.487,0.90910155,3.076,1.7268261,23.6858
2016-07-02 08:00:00,5.559,3.282,2.594,1.67,2.924,1.3229433,20.364834
2016-07-02 09:00:00,5.224,2.8967843,2.559,1.564,2.68,1.187427,18.361
2016-07-02 10:00:00,9.913,4.957,6.645,2.8423884,3.046,1.5029079,20.963
2016-07-02 11:00:00,11.788,5.425,8.173,2.9355035,3.686,1.675,24.806295
2016-07-02 12:00:00,9.645,4.957,6.752,2.82728,3.107,1.828,19.298613
2016-07-02 13:00:00,11.950664,5.76,7.7579985,3.1234474,2.985,1.767,17.067646
2016-07-02 14:00:00,5.462665,4.689,9.402987,1.8552523,2.894,1.919,19.696007
2016-07-02 15:00:00,9.917752,5.157,8.301777,2.774924,2.772,1.736,23.67681
2016-07-02 16:00:00,12.009353,4.823,7.769045,2.665,3.6309502,1.767,27.223824
2016-07-02 17:00:00,10.371935,4.823,7.3131433,2.416,5.1514735,1.736,23.726322
2016-07-02 18:00:00,10.65,2.9056687,3.5395844,2.452,4.2791495,1.8961834,28.830803
2016-07-02 19:00:00,10.114,3.9033709,4.652921,1.812,3.5063157,1.9951427,37.90358
2016-07-02 20:00:00,9.98,-0.2543896,5.612187,2.4204726,2.423351,1.841808,26.99487
2016-07-02 21:00:00,9.567873,2.175042,3.8030505,2.132,3.671631,2.1266072,22.23
2016-07-02 22:00:00,13.0687,1.7539308,7.6565747,2.168,1.6398764,1.1160794,21.948
