date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,5.827,2.009,1.599,0.462,5.294408,1.34,35.00232
2016-07-01 01:00:00,5.693,2.076,1.492,0.426,3.47866,1.156188,18.85903
2016-07-01 02:00:00,5.157,1.741,1.279,0.355,3.3337154,0.752359,25.285156
2016-07-01 03:00:00,5.09,1.942,1.279,0.391,3.5419226,1.279,19.940601
2016-07-01 04:00:00,5.358,1.942,2.4267108,0.462,4.1901956,0.9478501,13.179312
2016-07-01 05:00:00,6.7374988,1.7438178,1.528,0.533,4.051,1.601643,24.657549
2016-07-01 06:00:00,9.81748,2.947,2.132,0.782,5.026,1.788328,30.200573
2016-07-01 07:00:00,6.2591662,3.282,2.31,1.1675549,5.087,2.4599416,27.627226
2016-07-01 08:00:00,4.3402953,3.8343563,2.452,1.173,2.955,1.3129635,19.325014
2016-07-01 09:00:00,3.3384292,2.545,1.919,0.817,2.68,1.3933566,21.775618
2016-07-01 10:00:00,4.957,2.545,1.99,0.853,2.955,2.0600133,20.088757
2016-07-01 11:00:00,5.76,2.1468253,2.203,0.853,3.442,1.2582651,17.104115
2016-07-01 12:00:00,4.689,2.249551,1.812,0.853,2.833,0.97752935,17.805859
2016-07-01 13:00:00,4.689,2.679,1.8240018,1.244,3.107,1.614,10.338445
2016-07-01 14:00:00,5.09,2.947,3.2336593,1.35,1.3891363,1.432,26.037376
2016-07-01 15:00:00,5.09,3.148,2.280975,1.35,2.3285291,1.1609348,19.06991
2016-07-01 16:00:00,4.22,2.411,1.7692903,0.782,1.7655795,1.3088334,20.824638
2016-07-01 17:00:00,4.756,2.344,1.5716292,0.711,3.5458822,0.5999653,19.134
2016-07-01 18:00:00,5.626,2.88,2.523,0.80489165,2.8722644,1.5466074,14.203817
2016-07-01 19:00:00,5.492,2.548821,2.452,0.51598316,4.076565,1.4249951,15.343618
2016-07-01 20:00:00,5.358,3.4932973,2.452,1.3081036,2.6730494,1.1981149,34.87945
2016-07-01 21:00:00,5.09,4.311233,2.381,1.4881604,3.273181,1.6445832,6.4428515
2016-07-01 22:00:00,2.4497793,1.9993434,2.203,0.9062987,2.8954284,1.6960943,18.107113
2016-07-01 23:00:00,7.181866,2.3935473,2.7344275,0.8898627,2.8348472,1.9096735,17.827953
2016-07-02 00:00:00,5.297325,3.0663872,2.5635364,1.5307347,2.6262233,1.8091519,18.986895
2016-07-02 01:00:00,6.530608,3.014,2.3914397,1.3558297,2.345,1.3677919,14.310167
2016-07-02 02:00:00,1.5477897,3.148,2.9698365,1.4782577,2.284,1.432,17.024704
2016-07-02 03:00:00,4.3786287,3.288414,2.6928232,1.264175,2.201,1.401,28.485205
2016-07-02 04:00:00,4.555,3.899146,2.8203669,1.5696284,2.7708793,1.401,21.385
2016-07-02 05:00:00,5.425,3.282,3.092,1.706,1.5073406,1.462,27.954601
2016-07-02 06:00:00,3.9865003,3.282,2.523,1.492,3.6728241,1.462,20.26
2016-07-02 07:00:00,5.626,3.215,2.487,1.1447517,3.1181715,1.523,21.104
2016-07-02 08:00:00,5.559,3.282,2.594,2.164686,2.924,1.3314029,20.612
2016-07-02 09:00:00,4.1839767,3.215,2.3834388,2.0675313,2.68,1.3919594,18.361
2016-07-02 10:00:00,9.345578,4.5412493,6.0749807,3.371172,3.046,1.4121903,32.797707
2016-07-02 11:00:00,15.437503,3.8954096,12.001371,2.4189134,3.686,1.0416398,26.90617
2016-07-02 12:00:00,12.11638,5.6631393,6.6408696,1.4664805,3.107,2.7191799,9.823328
2016-07-02 13:00:00,10.547059,5.1417656,6.4404774,2.559,2.985,2.0227473,23.26988
2016-07-02 14:00:00,7.9095073,5.457251,5.848567,2.025,2.894,1.5681906,18.928587
2016-07-02 15:00:00,10.2801075,5.157,6.145173,2.6985323,2.772,1.7723368,22.019
2016-07-02 16:00:00,9.692193,4.823,5.0403037,1.4607038,3.520076,1.049064,15.506918
2016-07-02 17:00:00,9.979317,4.823,7.880316,1.5992593,2.6922204,1.334688,25.466
2016-07-02 18:00:00,10.65,4.689,9.432291,3.050604,3.6150548,1.797,25.888
2016-07-02 19:00:00,10.114,4.354,6.645,1.5890625,3.0157273,1.736,27.857
2016-07-02 20:00:00,9.98,4.153,6.574,1.5749369,1.2903714,1.9638172,27.295
2016-07-02 21:00:00,9.31,4.22,6.005,1.8371338,3.1566029,1.8937303,22.23
2016-07-02 22:00:00,9.444,4.622,6.965,3.0426366,2.955,1.7609082,21.948
2016-07-02 23:00:00,9.444,4.287,6.823,2.0331967,2.589,1.932879,27.295
2016-07-03 00:00:00,10.382,6.7341833,7.604,2.31,2.955,2.1617181,29.335
2016-07-03 01:00:00,9.779,5.224,6.716,2.843,2.65,1.675,26.830713
2016-07-03 02:00:00,12.904417,4.689,6.502456,2.203,2.985,1.858,24.34
2016-07-03 03:00:00,9.779,3.072552,9.131339,1.99,2.7440028,1.675,19.626291
2016-07-03 04:00:00,10.717,4.839355,5.9438896,2.807,2.0809689,1.797,25.958
2016-07-03 05:00:00,10.315,5.1036024,6.842349,2.452,3.0953615,1.858,25.971792
2016-07-03 06:00:00,12.592,5.964688,8.650026,2.0931945,2.7886178,1.949,25.325
2016-07-03 07:00:00,11.119,4.813171,8.6516485,2.843,1.0984434,1.919,23.637
2016-07-03 08:00:00,10.65,4.421,7.036,2.1055224,3.613663,1.6672933,26.38
2016-07-03 09:00:00,10.047,4.22,2.955122,1.6671478,3.7693646,2.2623818,28.083035
2016-07-03 10:00:00,11.721,5.09,8.025546,1.7591008,4.2033887,2.244079,32.53262
2016-07-03 11:00:00,12.123,5.358,8.066,2.6245346,4.261677,3.1314538,26.954573
2016-07-03 12:00:00,9.98,4.72638,6.858,2.4888155,3.5404193,1.9724156,21.55138
2016-07-03 13:00:00,9.243,4.216268,6.29,2.63,4.132906,1.7277962,31.478725
2016-07-03 14:00:00,10.181,5.3505864,7.1833363,3.02,2.1988304,1.888,30.39
2016-07-03 15:00:00,9.645,6.7786303,6.353225,2.665,3.3190522,2.2149699,31.164
2016-07-03 16:00:00,9.779,5.691897,7.450832,2.985,2.3633373,2.01,29.757
2016-07-03 17:00:00,11.119,3.7989736,1.8172245,3.226095,3.9302623,1.98,32.289
2016-07-03 18:00:00,11.052,3.8330476,5.42103,2.0519407,3.686,1.98,31.938
2016-07-03 19:00:00,10.784,4.130444,7.214,2.727172,4.0281405,1.888,28.561
2016-07-03 20:00:00,11.186,4.048043,7.3308964,1.7855157,5.1618657,1.919,21.526
2016-07-03 21:00:00,10.449,3.9706023,5.1231384,1.4115837,4.324379,2.5847569,22.23
2016-07-03 22:00:00,9.578,5.76,7.184933,3.0726237,2.350582,1.888,18.649511
2016-07-03 23:00:00,9.31,5.76,5.845602,3.2314715,4.201698,1.888,18.572
2016-07-04 00:00:00,9.913,5.894,6.114719,3.1231086,3.4030786,1.7253696,21.667
2016-07-04 01:00:00,8.975,4.957,7.3553953,2.0716567,3.0632477,1.828,22.388
2016-07-04 02:00:00,8.64,4.823,7.119896,2.5754716,5.4929276,1.828,27.857
2016-07-04 03:00:00,9.176,5.492,5.6528883,2.381,1.8420317,1.858,27.928
2016-07-04 04:00:00,12.477028,4.823,7.4986753,2.523,1.2278128,1.797,23.867905
2016-07-04 05:00:00,7.97019,5.559,6.2364135,2.916317,4.486504,1.888,27.407007
2016-07-04 06:00:00,12.231449,5.425,7.341709,3.4488273,3.6439648,2.7368033,23.074
2016-07-04 07:00:00,20.13484,6.095,6.4447927,2.6397557,3.899,2.041,22.511
2016-07-04 08:00:00,15.7548275,5.961,3.5497353,2.247768,3.655,2.071,21.667
2016-07-04 09:00:00,12.44111,5.5014176,6.3845015,2.2796338,3.472,2.01,25.395
