date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,5.827,2.191364,1.599,0.462,4.203,1.3539112,30.531
2016-07-01 01:00:00,5.693,2.076,1.492,0.5220054,4.142,1.4724292,27.787
2016-07-01 02:00:00,5.157,1.741,1.279,0.355,3.777,1.4649222,27.787
2016-07-01 03:00:00,5.09,1.942,2.0423126,0.391,3.807,1.0950434,25.044
2016-07-01 04:00:00,5.358,1.942,1.492,0.462,3.868,1.0447029,21.948
2016-07-01 05:00:00,5.626,2.143,1.528,0.533,2.6896715,1.371,21.174
2016-07-01 06:00:00,7.167,2.947,2.132,0.782,5.026,1.858,16.751583
2016-07-01 07:00:00,7.435,3.282,2.31,1.031,5.087,2.224,17.236265
2016-07-01 08:00:00,5.559,3.0938807,2.452,1.173,2.955,1.432,9.381463
2016-07-01 09:00:00,4.555,2.435974,1.919,0.817,2.68,1.1640676,11.883965
2016-07-01 10:00:00,4.957,3.1411905,1.99,0.853,2.955,0.95818996,9.64379
2016-07-01 11:00:00,5.76,4.1034408,2.203,1.1047448,3.442,1.5659772,24.010963
2016-07-01 12:00:00,4.689,1.9660045,2.226431,0.853,2.833,1.4196773,20.747154
2016-07-01 13:00:00,4.689,2.897989,1.777,1.2552377,3.107,1.9090679,18.572
2016-07-01 14:00:00,5.09,2.947,2.452,1.35,2.3755674,1.432,19.556
2016-07-01 15:00:00,5.09,3.148,2.487,1.1766905,2.589,1.523,17.305
2016-07-01 16:00:00,4.22,2.411,1.706,0.782,3.187212,1.492,19.486
2016-07-01 17:00:00,4.9796557,2.344,1.7524722,0.3724068,3.736872,1.492,19.134
2016-07-01 18:00:00,7.5953717,2.88,1.3830602,1.208,2.9636285,1.492,20.682
2016-07-01 19:00:00,3.1352718,3.074501,2.6523273,1.208,3.5105474,1.553,18.712
2016-07-01 20:00:00,2.586646,4.922729,2.542632,1.208,2.6002889,1.523,17.868
2016-07-01 21:00:00,3.961091,3.554515,4.659113,1.2265439,2.68,1.523,18.009
2016-07-01 22:00:00,4.823,4.9015427,2.1992674,1.173,2.619,1.8422551,18.009
2016-07-01 23:00:00,4.622,4.0595503,1.8618796,1.137,2.467,1.492,19.768
2016-07-02 00:00:00,4.0910845,3.52849,3.6270556,1.315,2.437,1.523,21.104
2016-07-02 01:00:00,4.3520923,3.014,2.878,1.3570375,2.345,1.432,19.697
2016-07-02 02:00:00,6.569415,3.148,2.8965666,1.492,1.5116267,1.432,20.049
2016-07-02 03:00:00,5.458867,3.081,3.6443524,1.492,1.2487471,1.401,20.752
2016-07-02 04:00:00,4.2536416,3.081,1.901335,1.492,2.193,1.401,21.385
2016-07-02 05:00:00,3.8092406,3.282,2.587523,1.706,2.437,1.8882535,22.23
2016-07-02 06:00:00,8.068703,3.282,2.5405302,1.589231,2.985,1.462,13.531823
2016-07-02 07:00:00,5.2034497,3.215,2.1500638,1.1555605,3.076,1.4446684,21.104
