date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,5.827,2.0740604,1.6788701,0.45638117,4.203,1.2865202,30.531
2016-07-01 01:00:00,6.12653,2.076,1.5378206,0.41593772,4.142,1.3807516,27.345383
2016-07-01 02:00:00,5.157,1.741,1.2939794,0.36900443,3.777,1.2234071,31.107111
2016-07-01 03:00:00,5.09,1.942,1.2513779,0.3649941,3.807,1.2213109,24.129353
2016-07-01 04:00:00,5.358,1.9447262,1.5983031,0.42145652,3.868,1.236796,21.980127
2016-07-01 05:00:00,5.626,2.271149,1.5974178,0.500553,4.051,1.371,21.24549
2016-07-01 06:00:00,7.167,3.0756345,2.1065109,0.7757674,5.026,1.858,22.792
2016-07-01 07:00:00,7.435,3.2605329,2.1838737,1.1552485,5.087,2.224,23.144
2016-07-01 08:00:00,5.559,2.8059814,2.4238636,1.1738142,2.955,1.5328978,21.667
2016-07-01 09:00:00,4.555,2.545,1.8931329,0.7854112,2.68,1.2985532,17.446
2016-07-01 10:00:00,4.957,2.545,1.837798,0.87567145,2.955,1.4619519,19.979
2016-07-01 11:00:00,5.76,2.545,2.203,0.853,3.2763488,1.4467638,20.119
2016-07-01 12:00:00,4.469307,2.5191798,1.812,0.853,3.204172,1.6449602,20.22303
2016-07-01 13:00:00,4.5867796,2.5674407,1.777,1.244,2.7584724,1.614,18.971529
2016-07-01 14:00:00,5.296296,2.6595545,2.452,1.3998466,2.7328303,1.432,19.001612
2016-07-01 15:00:00,5.1562767,3.0174997,2.2904832,1.35,2.435235,1.523,16.438683
2016-07-01 16:00:00,4.488076,2.4822836,1.6635413,0.782,2.659951,1.492,20.642565
2016-07-01 17:00:00,4.756,2.271456,1.5630478,0.7266182,3.0935476,1.4382997,18.56988
2016-07-01 18:00:00,5.626,2.860101,2.4485083,1.1092045,3.076,1.492,19.041271
2016-07-01 19:00:00,5.492,3.0875647,2.5916038,1.2486732,3.015,1.6485819,18.546007
2016-07-01 20:00:00,5.358,2.9362314,2.452,1.3079334,2.863,1.6371971,18.22279
2016-07-01 21:00:00,5.09,3.0275304,2.381,1.1404428,2.68,1.7665691,19.563038
2016-07-01 22:00:00,4.823,2.834,2.203,1.173,2.619,1.5771078,18.009
