date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,5.827,2.009,1.599,0.462,4.203,1.34,30.531
2016-07-01 01:00:00,5.693,2.076,1.492,0.426,5.4937315,1.371,27.787
2016-07-01 02:00:00,5.157,1.741,1.279,0.355,3.1892438,1.218,27.787
2016-07-01 03:00:00,5.09,2.0315752,1.279,0.391,3.807,1.279,25.044
2016-07-01 04:00:00,4.86726,1.942,1.492,0.462,3.868,1.279,21.948
2016-07-01 05:00:00,6.8998446,2.143,1.528,0.533,4.051,1.371,21.174
2016-07-01 06:00:00,4.1718407,3.0993261,2.132,0.782,4.9812946,1.858,22.792
2016-07-01 07:00:00,6.79881,3.282,2.31,1.2636104,5.095178,2.224,27.315191
2016-07-01 08:00:00,4.4848094,3.014,2.452,0.96982443,2.314742,1.432,20.513348
2016-07-01 09:00:00,4.555,2.545,1.919,0.817,2.3890505,1.371,17.369236
2016-07-01 10:00:00,4.957,2.4313476,1.99,0.853,2.3953722,1.492,23.693888
2016-07-01 11:00:00,5.76,3.1740355,2.203,0.9518915,3.442,1.492,20.551657
2016-07-01 12:00:00,4.689,2.2659476,1.812,0.8139761,2.833,1.523,19.205
2016-07-01 13:00:00,3.9426908,2.6580276,1.777,1.4599429,3.107,1.614,18.572
2016-07-01 14:00:00,5.09,2.2808576,2.4857395,1.4639199,2.559,1.432,19.556
2016-07-01 15:00:00,6.091508,1.005844,2.487,1.1927148,2.589,1.523,15.818343
2016-07-01 16:00:00,3.622718,2.2921805,1.706,0.81038964,2.619,1.5005867,27.092154
2016-07-01 17:00:00,3.7649224,2.2188215,1.527884,0.8404732,3.076,1.449357,11.68818
2016-07-01 18:00:00,5.2660255,2.6621468,2.523,1.1868913,3.076,1.5884439,23.808651
2016-07-01 19:00:00,6.4336753,3.276694,2.452,1.630407,3.015,1.3392688,17.392729
2016-07-01 20:00:00,5.358,3.014,2.452,1.122818,2.863,1.5897874,27.449469
2016-07-01 21:00:00,5.09,2.947,2.3419974,1.208,2.68,1.3390254,18.329142
2016-07-01 22:00:00,5.875205,2.947,2.203,1.173,2.619,1.772284,24.743204
2016-07-01 23:00:00,5.2582226,2.88,2.212884,1.137,2.467,1.4455389,29.317862
2016-07-02 00:00:00,5.3773365,3.081,2.9751985,1.315,2.437,2.0830846,17.823772
2016-07-02 01:00:00,3.154686,3.014,2.878,1.35,2.345,1.5485821,31.311707
2016-07-02 02:00:00,4.9373174,3.148,2.878,1.492,2.284,1.528218,20.466562
2016-07-02 03:00:00,5.157,3.081,2.914,1.492,2.193,1.401,22.09456
2016-07-02 04:00:00,4.555,3.081,2.265983,1.492,2.193,1.401,33.12007
2016-07-02 05:00:00,5.425,3.282,3.092,2.443795,2.437,1.462,22.23
2016-07-02 06:00:00,5.492,3.2223222,2.523,1.492,2.985,1.462,20.26
2016-07-02 07:00:00,5.626,3.215,2.487,1.465723,3.076,1.9012028,21.104
2016-07-02 08:00:00,5.559,3.282,1.8724518,1.5244989,2.924,1.523,20.612
2016-07-02 09:00:00,5.224,3.215,2.6649587,2.0323715,2.68,1.4411207,18.361
2016-07-02 10:00:00,9.913,5.3848996,5.361588,2.4890432,3.046,1.553,18.835518
2016-07-02 11:00:00,11.788,6.0264454,3.7555497,2.576189,3.686,1.675,13.781363
2016-07-02 12:00:00,9.645,4.2786994,4.887512,2.3562584,3.107,1.828,21.589863
